post_id,created_at,source_type,raw_text,translated_text,event_label,reliability_label,annotator_name,annotation_time,notes
2051299494357287280,2026-05-04T13:54:45.000Z,social_media,@MMDA Thank you!,,0.0,0.0,manual_interactive,2026-05-31T01:01:06,manual interactive labeling
2051399989398757734,2026-05-04T20:34:05.000Z,social_media,@LorYCee You're welcome. #mmda,,0.0,0.0,manual_interactive,2026-05-31T01:02:08,manual interactive labeling
2051413394700505301,2026-05-04T21:27:21.000Z,social_media,TRAFFIC ADVISORY: EDSA Ortigas flyover NB going La Salle is temporarily closed to traffic due to DPWH's dismantling of gantry in the area as of 2:35 AM. Motorists are advised to take alternate routes. #mmda,,1.0,1.0,manual_interactive,2026-05-31T01:02:26,manual interactive labeling
2051429430581469306,2026-05-04T22:31:04.000Z,social_media,THE Metropolitan Manila Development Authority (MMDA) said on Monday that Tokyo Gov. Yuriko Koike is willing to assist in putting out the smoldering fire at the sanitary landfill in Navotas City that has triggered an environmental problem in the... https://t.co/oNNCOM4JZy,,1.0,1.0,manual_interactive,2026-05-31T01:03:01,manual interactive labeling
2051489646346203585,2026-05-05T02:30:21.000Z,social_media,"@JACOB44374092 Meron pong number coding sa nasabing lugar.  

7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m.

WINDOW HOURS - 10:01AM to 4:59PM

#mmda",,0.0,0.0,manual_interactive,2026-05-31T01:03:13,manual interactive labeling
2051548680579367265,2026-05-05T06:24:56.000Z,social_media,"As much as I want to organize a Niji fun run, I would need people who knows how to do security and safety stuff for these, there is also a cash bond thing needed with mmda... https://t.co/LTTVUVvbsb",,0.0,0.0,manual_interactive,2026-05-31T01:03:24,manual interactive labeling
2051600657598009581,2026-05-05T09:51:28.000Z,social_media,@niennaspo Even got some MMDA if I get too bored https://t.co/teOHdSMbXo,,0.0,0.0,manual_interactive,2026-05-31T01:03:29,manual interactive labeling
2051602808156143805,2026-05-05T10:00:01.000Z,social_media,"𝗖𝗵𝗮𝗻𝗴𝗲 𝘀𝘁𝗮𝗿𝘁𝘀 𝘄𝗶𝘁𝗵 𝘂𝘀.
Watch: https://t.co/SvgPtDeN6E
Subscribe. Like and Comment! 

#kongversation #franciskong #gabrielgo #mmda  #government #changes https://t.co/AobCcafXH1",,0.0,0.0,manual_interactive,2026-05-31T01:03:37,manual interactive labeling
2051610628859789444,2026-05-05T10:31:05.000Z,social_media,@ProudFamilyNyo 7 am - 10 am at 5 pm - 8 pm #mmda,,0.0,0.0,manual_interactive,2026-05-31T01:03:39,manual interactive labeling
2051698192010649794,2026-05-05T16:19:02.000Z,social_media,TRAFFIC ADVISORY: EDSA Ortigas flyover NB going La Salle is temporarily closed to traffic due to the Department of Public Works and Highways painting of vertical clearance in the area as of 12:01 AM. Motorists are advised to take alternate routes. #mmda,,1.0,1.0,manual_interactive,2026-05-31T01:03:42,manual interactive labeling
2051776633036750883,2026-05-05T21:30:44.000Z,social_media,"@fearlessanytime until MMDA or LTO come to throw in jail, all is well 🤣",,0.0,0.0,manual_interactive,2026-05-31T01:03:46,manual interactive labeling
2051853010255667479,2026-05-06T02:34:13.000Z,social_media,"LOOK: Navotas Mayor John Rey Tiangco briefs the MMDA and other LGUs on efforts to extinguish the Navotas Sanitary Landfill fire, which has affected air quality in Metro Manila and Bulacan since it started last April 10. @ABSCBNNews https://t.co/JvbFPK3FmT",,1.0,1.0,manual_interactive,2026-05-31T01:03:51,manual interactive labeling
2051853231069045148,2026-05-06T02:35:06.000Z,social_media,"LOOK: Navotas Mayor John Rey Tiangco briefs the MMDA and other LGUs on efforts to extinguish the Navotas Sanitary Landfill fire, which has affected air quality in Metro Manila and Bulacan since it started last April 10. | via @andietagz https://t.co/eXvb6HARZU",,1.0,1.0,manual_interactive,2026-05-31T01:04:02,manual interactive labeling
2051869356762816911,2026-05-06T03:39:11.000Z,social_media,"‘WAG MONG GINAGAMIT ‘YUNG RELIHIYON’

A Metropolitan Manila Development Authority (MMDA) road clearing operation along Taft Avenue in Pasay City went viral after a driver apprehended by authorities invoked religion during the arrest.

Read: https://t.co/f59jiDJHon https://t.co/FAkt9wGadI",,1.0,1.0,manual_interactive,2026-05-31T01:04:21,manual interactive labeling
2051876759801639312,2026-05-06T04:08:36.000Z,social_media,"@MMDA @MMDA

Taken 12nn May 6, 2026.

Illegal parking on both sides of P. Tuazon Mabuhay Lane https://t.co/PWHiYAv3HF",,1.0,1.0,manual_interactive,2026-05-31T01:04:27,manual interactive labeling
2051906846525698213,2026-05-06T06:08:09.000Z,social_media,"MMDA Public Affairs Staff-Public Information Office is accepting applications for a WRITER.

Interested applicants may submit their personal data sheet (PDS), Transcript of Records, and application letter to paspiohiring@gmail.com until MAY 15, 2026.

Use the job title as the https://t.co/d4pkrFUr3b","(ORG_3> is accepting applications for a WRITER. Interested actoricants with matching personal data sheet (PDS), Trancripts of <MIC_1>, and application letter to <ORG_0h>ring.comLA 15,26. Use the joint as the one",0.0,0.0,manual_interactive,2026-05-31T01:04:33,manual interactive labeling
2051911748840554808,2026-05-06T06:27:38.000Z,social_media,"The fire that hit the sanitary landfill in Navotas City is now around 80% contained, the Metropolitan Manila Development Authority (MMDA) said Wednesday.

Read more:
https://t.co/34EqErGUCf",,1.0,1.0,manual_interactive,2026-05-31T01:04:37,manual interactive labeling
2051912435251159425,2026-05-06T06:30:21.000Z,social_media,"@RubiLiciousMe [Admin 18]
Good day,
Thank you for reaching out to the MMDA and for sharing your concerns regarding the request to reinstate the traffic signal at the Banawe Avenue–Quezon Avenue intersection. We appreciate you bringing this matter to our attention.

In response, the TEC",,1.0,1.0,manual_interactive,2026-05-31T01:04:54,manual interactive labeling
2051919459791847828,2026-05-06T06:58:16.000Z,social_media,"@MMDA Taken May 6, 2026, ~12nn.

Illegal parking on both sides of the P. Tuazon Mabuhay Lane. https://t.co/IowflvGenz",,1.0,1.0,manual_interactive,2026-05-31T01:04:56,manual interactive labeling
2051930017639059842,2026-05-06T07:40:13.000Z,social_media,"The fire that hit the sanitary landfill in Navotas City is now around 80% contained, the Metropolitan Manila Development Authority (MMDA) said on Wednesday.

READ: https://t.co/34EqErGUCf https://t.co/cOyoOtFS0P",,1.0,1.0,manual_interactive,2026-05-31T01:04:58,manual interactive labeling
2051931751564624229,2026-05-06T07:47:07.000Z,social_media,"The Metro Manila Disaster Risk Reduction and Management Council (MMDRRMC) convened today to provide a status update on the Navotas Sanitary Landfill fire incident, reporting that the fire is now 79.6% contained.

Read more: https://t.co/c6dEMMNjbX #mmda #mmdaatyourservice https://t.co/BttjDSl5OE",,1.0,1.0,manual_interactive,2026-05-31T01:05:02,manual interactive labeling
2051979103679705443,2026-05-06T10:55:16.000Z,social_media,"@Vincent2112_ @beachygirlplus Not only is he underage, he needs at least one term in a national position before presidency (example:  MMDA Chairperson; DILG secretary; Senator) as preparation for presidency.  From Mayor to President is a quantum leap.",,0.0,0.0,manual_interactive,2026-05-31T01:05:06,manual interactive labeling
2052013687322374233,2026-05-06T13:12:42.000Z,social_media,"MMDA chief and concurrent Metro Manila DRRMC head Don Artes said the fire at the Navotas Sanitary Landfill is around 80 percent contained, and efforts to completely put out the fire are ongoing. 

https://t.co/zSZvip3heZ",,1.0,1.0,manual_interactive,2026-05-31T01:05:12,manual interactive labeling
2052015731647406244,2026-05-06T13:20:49.000Z,social_media,"MMDA Public Affairs Staff-Public Information Office is accepting applications for a WRITER.

Interested applicants may submit their personal data sheet (PDS), Transcript of Records, and application letter to paspiohiring@gmail.com until MAY 15, 2026.

Use the job title as the https://t.co/bbj0S5znJ9","(ORG_3> is accepting applications for a WRITER. Interested actoricants with matching personal data sheet (PDS), Trancripts of <MIC_1>, and application letter to <ORG_0h>ring.comLA 15,26. Use the joint as the one",0.0,0.0,manual_interactive,2026-05-31T01:05:15,manual interactive labeling
2052037276734259481,2026-05-06T14:46:26.000Z,social_media,"The fire that hit the sanitary landfill in Navotas City is now around 80% contained, the Metropolitan Manila Development Authority (MMDA) said Wednesday.

https://t.co/ufwuY3YdAP",,1.0,1.0,manual_interactive,2026-05-31T01:05:17,manual interactive labeling
2052056992550953330,2026-05-06T16:04:47.000Z,social_media,plus i got stopped by an mmda last night because i made a wrong turn. sorry po. https://t.co/xGrQ3w4YPw,,0.0,0.0,manual_interactive,2026-05-31T01:05:22,manual interactive labeling
2052919943016923138,2026-05-09T01:13:50.000Z,social_media,"@TVKMLPRABHU  Congrats Prabhu for elected as MLA for Madhavaram .
I am also from Mathur MMDA but Settled in US.

Congrats to you.. best of luck.",,0.0,0.0,manual_interactive,2026-05-31T01:05:25,manual interactive labeling
2052946930490077296,2026-05-09T03:01:04.000Z,social_media,"🇵🇭 A threat actor has allegedly leaked employee PII and payroll-related data associated with the Metropolitan Manila Development Authority (MMDA) on a cybercrime forum.

According to the post, the exposed information reportedly includes sensitive employee-related records and https://t.co/V1mv5mJkjD",,0.0,0.0,manual_interactive,2026-05-31T01:05:32,manual interactive labeling
2052950981001056604,2026-05-09T03:17:10.000Z,social_media,"@TANGEDCO_Offcl No Power in Mmda , Mathur , Madhavaram from Morning 5am. Pls Rectify the issue as soon as possible",,0.0,0.0,manual_interactive,2026-05-31T01:05:36,manual interactive labeling
2053046956868681953,2026-05-09T09:38:32.000Z,social_media,"@TANGEDCO_Offcl no power supply for the past 3 hrs in MMDA colony, Arumbakkam. Kindly rectify the issue at the earliest.",,0.0,0.0,manual_interactive,2026-05-31T01:05:39,manual interactive labeling
2053058471864733847,2026-05-09T10:24:18.000Z,social_media,"FIRE ALERT: As of 6:06 PM. Ongoing fire incident at Gatchalian-1, Brgy. San Dionisio, Paranaque City involving a residential area. Now on its 2nd alarm. Firefighters on site. #mmda",,1.0,1.0,manual_interactive,2026-05-31T01:05:44,manual interactive labeling
2053145768916394003,2026-05-09T16:11:11.000Z,social_media,"@MMDA Thank you 😊.  This is very much appreciated. Traffic has eased up, and much better than before.
Maybe because cars have lessen due t high gasoliine cost",,0.0,0.0,manual_interactive,2026-05-31T01:05:51,manual interactive labeling
2053235081959895530,2026-05-09T22:06:05.000Z,social_media,CHUGGING WATER TO SOBER MYSELF UP SO THAT MMDA MAKES FULL EFFECT #youngho,,0.0,0.0,manual_interactive,2026-05-31T01:05:55,manual interactive labeling
2053285288873746527,2026-05-10T01:25:35.000Z,social_media,"🚗 Pasay Coding Hours 2025 🇵🇭

🕖 Coding Hours:
7AM–10AM
5PM–8PM
✅ Window Hours: 10:01AM–4:59PM
📌 No Coding on Weekends
💰 Fine: ₱300–₱500
Stay updated with MMDA traffic rules and avoid violations. 🚦

🌐 https://t.co/Fvy4bk2hO7
#Pasay #CodingHours #MMDA #TrafficUpdate",,0.0,0.0,manual_interactive,2026-05-31T01:06:03,manual interactive labeling
2053299330338214047,2026-05-10T02:21:23.000Z,social_media,@RadioGenoa @govphOfficial @zerowastephl @MMDA @govphOfficial @Official_DILG @PHcities Phils catching up to Indonesia in waste problems,,0.0,0.0,manual_interactive,2026-05-31T01:06:16,manual interactive labeling
2053351711029473455,2026-05-10T05:49:31.000Z,social_media,"Your bicycle lanes are useless. 2026 May 11 1pm, majority of said lanes are occupied by cars illegally parked around Annapolis, Missouri, Connecticut with “No Parking” signs in plain sight and enforcers doing nothing. What a joke. @franciszamora30 @sanjuancityncr @MMDA",,0.0,0.0,manual_interactive,2026-05-31T01:06:28,manual interactive labeling
2053437156375535659,2026-05-10T11:29:03.000Z,social_media,"@MMDA @MMDAtweets would like to report illegal parking for patrons of Choir garden along the length of Annapolis at, San Juan, MABUHAY LANE https://t.co/lZm9Cp6myX",,1.0,1.0,manual_interactive,2026-05-31T01:06:41,manual interactive labeling
2053459875535966497,2026-05-10T12:59:20.000Z,social_media,@freakonaomics Magic Mushrooms and Amphetamines and MMDA from Myristicin,,0.0,0.0,manual_interactive,2026-05-31T01:06:44,manual interactive labeling
2053643549930148011,2026-05-11T01:09:11.000Z,social_media,"🚗 C5 Coding Hours in Metro Manila 🇵🇭

🕖 Morning: 7AM–10AM
🕔 Evening: 5PM–8PM
✅ Window Hours: 10:01AM–4:59PM
📌 No Coding on Weekends &amp; Holidays

Avoid traffic violations and stay updated with MMDA rules. 🚦
🌐 https://t.co/RJE4C3IE8c

#C5 #CodingHours #MMDA #TrafficUpdate https://t.co/ahppZedxzz",,0.0,0.0,manual_interactive,2026-05-31T01:06:46,manual interactive labeling
2053758841855316472,2026-05-11T08:47:19.000Z,social_media,@sangeeta2599 Mmda bus stop i m waiting,,0.0,0.0,manual_interactive,2026-05-31T01:06:49,manual interactive labeling
gdelt_11,20260508T113000Z,gdelt,[GDELT] How Corruption Exacerbates the Climate Crisis in the Philippines (Source: https://thediplomat.com/2026/05/how-corruption-exacerbates-the-climate-crisis-in-the-philippines/),[GDELT] How Corruption Exacerbates the Climate Crisis in the Philippines (Source: https://thediplomat.com/2026/05/how-corruption-exacerbates-the-climate-crisis-in-the-philippines/),0.0,0.0,manual_interactive,2026-05-31T01:06:56,manual interactive labeling
gdelt_10,20260508T124500Z,gdelt,[GDELT] Garden City Skyway twinning project ramping up (Source: https://www.niagarafallsreview.ca/news/niagara-region/garden-city-skyway-twinning-construction-details/article_1ee46b85-c2b6-59c7-b927-15a31dec70dc.html),[GDELT] Garden City Skyway twinning project ramping up (Source: https://www.niagarafallsreview.ca/news/niagara-region/garden-city-skyway-twinning-construction-details/article_1ee46b85-c2b6-59c7-b927-15a31dec70dc.html),0.0,0.0,manual_interactive,2026-05-31T01:07:01,manual interactive labeling
gdelt_9,20260508T154500Z,gdelt,[GDELT] Garden City Skyway twinning project ramping up (Source: https://www.stcatharinesstandard.ca/news/niagara-region/garden-city-skyway-twinning-construction-details/article_d0ba19df-c6ca-59b1-a126-f9132b6f3135.html),[GDELT] Garden City Skyway twinning project ramping up (Source: https://www.stcatharinesstandard.ca/news/niagara-region/garden-city-skyway-twinning-construction-details/article_d0ba19df-c6ca-59b1-a126-f9132b6f3135.html),0.0,0.0,manual_interactive,2026-05-31T01:07:04,manual interactive labeling
gdelt_7,20260508T183000Z,gdelt,[GDELT] Fireworks memorial returns to honour Tyendinaga fishermen and keep questions alive (Source: https://www.wellandtribune.ca/news/canada/fireworks-memorial-returns-to-honour-tyendinaga-fishermen-and-keep-questions-alive/article_91ff743b-786f-5ec3-a8eb-1b3f28eae64a.html),[GDELT] Fireworks memorial returns to honour Tyendinaga fishermen and keep questions alive (Source: https://www.wellandtribune.ca/news/canada/fireworks-memorial-returns-to-honour-tyendinaga-fishermen-and-keep-questions-alive/article_91ff743b-786f-5ec3-a8eb-1b3f28eae64a.html),0.0,0.0,manual_interactive,2026-05-31T01:07:07,manual interactive labeling
gdelt_6,20260508T194500Z,gdelt,[GDELT] Signature Series starts Susana Heights transformation (Source: http://www.shangbao.com.ph/jjxw/2026/05-08/197998.shtml),[GDELT] Signature Series starts Susana Heights transformation (Source: http://www.shangbao.com.ph/jjxw/2026/05-08/197998.shtml),0.0,0.0,manual_interactive,2026-05-31T01:07:13,manual interactive labeling
gdelt_5,20260508T203000Z,gdelt,[GDELT] Fireworks memorial returns to honour Tyendinaga fishermen and keep questions alive (Source: https://theturtleislandnews.com/index.php/2026/05/08/fireworks-memorial-returns-to-honour-tyendinaga-fishermen-and-keep-questions-alive/),[GDELT] Fireworks memorial returns to honour Tyendinaga fishermen and keep questions alive (Source: https://theturtleislandnews.com/index.php/2026/05/08/fireworks-memorial-returns-to-honour-tyendinaga-fishermen-and-keep-questions-alive/),0.0,0.0,manual_interactive,2026-05-31T01:07:15,manual interactive labeling
gdelt_1,20260510T101500Z,gdelt,[GDELT] VinFast VF6 proves EVs go further delivers real - world performance beyond city driving (Source: https://gadgetsmagazine.com.ph/mobility/cars/vinfast-vf6-evs-go-further),[GDELT] VinFast VF6 proves EVs go further delivers real - world performance beyond city driving (Source: https://gadgetsmagazine.com.ph/mobility/cars/vinfast-vf6-evs-go-further),0.0,0.0,manual_interactive,2026-05-31T01:07:18,manual interactive labeling
xlive_0,2026-05-30T15:37:53+00:00,inquirer,"Maintenance shutdown set for San Roque Dam power plant in Pangasinan CALASIAO, Pangasinan — The power plant of the San Roque Dam in San Manuel, Pangasinan will undergo a complete shutdown beginning Sunday (May 31) to allow scheduled maintenance activities that will run until June 15. Tommy Valdez, vice president for external affairs of the San Roque Power Corporation, said the annual shutdown is routinely conducted","maintenance shutdown set for san roque dam power plant in pangasinan calasiao, pangasinan — the power plant of the san roque dam in san manuel, pangasinan will undergo a complete shutdown beginning sunday (may 31) to allow scheduled maintenance activities that will run until june 15. tommy valdez, vice president for external affairs of the san roque power corporation, said the annual shutdown is routinely conducted",0.0,0.0,manual_interactive,2026-05-31T01:07:25,manual interactive labeling
